ts_code,symbol,name,area,industry,list_date,filter_time
600292.SH,600292,远达环保,重庆,环境保护,20001101,2025-01-09 19:14:53
600293.SH,600293,三峡新材,湖北,玻璃,20000919,2025-01-09 19:14:53
600302.SH,600302,标准股份,陕西,纺织机械,20001213,2025-01-09 19:14:53
600310.SH,600310,广西能源,广西,水力发电,20010228,2025-01-09 19:14:53
600313.SH,600313,农发种业,北京,种植业,20010119,2025-01-09 19:14:53
600318.SH,600318,新力金融,安徽,多元金融,20001208,2025-01-09 19:14:53
600326.SH,600326,西藏天路,西藏,水泥,20010116,2025-01-09 19:14:53
600327.SH,600327,大东方,江苏,医疗保健,20020625,2025-01-09 19:14:53
600331.SH,600331,宏达股份,四川,农药化肥,20011220,2025-01-09 19:14:53
600333.SH,600333,长春燃气,吉林,供气供热,20001211,2025-01-09 19:14:53
600335.SH,600335,国机汽车,天津,汽车服务,20010305,2025-01-09 19:14:53
600336.SH,600336,澳柯玛,山东,家用电器,20001229,2025-01-09 19:14:53
600343.SH,600343,航天动力,陕西,机械基件,20030408,2025-01-09 19:14:53
600353.SH,600353,旭光电子,四川,元器件,20021120,2025-01-09 19:14:53
600354.SH,600354,敦煌种业,甘肃,种植业,20040115,2025-01-09 19:14:53
600355.SH,600355,精伦电子,湖北,专用机械,20020613,2025-01-09 19:14:53
600356.SH,600356,恒丰纸业,黑龙江,造纸,20010419,2025-01-09 19:14:53
600366.SH,600366,宁波韵升,浙江,矿物制品,20001030,2025-01-09 19:14:53
600368.SH,600368,五洲交通,广西,路桥,20001221,2025-01-09 19:14:53
600371.SH,600371,万向德农,黑龙江,种植业,20020916,2025-01-09 19:14:53
600382.SH,600382,广东明珠,广东,普钢,20010118,2025-01-09 19:14:53
600383.SH,600383,金地集团,深圳,全国地产,20010412,2025-01-09 19:14:53
600386.SH,600386,北巴传媒,北京,汽车服务,20010216,2025-01-09 19:14:53
600390.SH,600390,五矿资本,湖南,多元金融,20010115,2025-01-09 19:14:53
600391.SH,600391,航发科技,四川,航空,20011212,2025-01-09 19:14:53
600392.SH,600392,盛和资源,四川,小金属,20030529,2025-01-09 19:14:53
600397.SH,600397,安源煤业,江西,煤炭开采,20020702,2025-01-09 19:14:53
600398.SH,600398,海澜之家,江苏,服饰,20001228,2025-01-09 19:14:53
600399.SH,600399,抚顺特钢,辽宁,特种钢,20001229,2025-01-09 19:14:53
600410.SH,600410,华胜天成,北京,软件服务,20040427,2025-01-09 19:14:53
600415.SH,600415,小商品城,浙江,商品城,20020509,2025-01-09 19:14:53
600416.SH,600416,湘电股份,湖南,电气设备,20020718,2025-01-09 19:14:53
600421.SH,600421,华嵘控股,湖北,专用机械,20040607,2025-01-09 19:14:53
600429.SH,600429,三元股份,北京,乳制品,20030915,2025-01-09 19:14:53
600439.SH,600439,瑞贝卡,河南,服饰,20030710,2025-01-09 19:14:53
600444.SH,600444,国机通用,安徽,专用机械,20040219,2025-01-09 19:14:53
600449.SH,600449,宁夏建材,宁夏,水泥,20030829,2025-01-09 19:14:53
600458.SH,600458,时代新材,湖南,塑料,20021219,2025-01-09 19:14:53
600463.SH,600463,空港股份,北京,园区开发,20040318,2025-01-09 19:14:53
600470.SH,600470,六国化工,安徽,农药化肥,20040305,2025-01-09 19:14:53
600476.SH,600476,湘邮科技,湖南,软件服务,20031210,2025-01-09 19:14:53
600478.SH,600478,科力远,湖南,电气设备,20030918,2025-01-09 19:14:53
600479.SH,600479,千金药业,湖南,中成药,20040312,2025-01-09 19:14:53
600480.SH,600480,凌云股份,河北,汽车配件,20030815,2025-01-09 19:14:53
600481.SH,600481,双良节能,江苏,电气设备,20030422,2025-01-09 19:14:53
600490.SH,600490,鹏欣资源,上海,铜,20030626,2025-01-09 19:14:53
600501.SH,600501,航天晨光,江苏,专用机械,20010615,2025-01-09 19:14:53
600505.SH,600505,西昌电力,四川,水力发电,20020530,2025-01-09 19:14:53
600506.SH,600506,统一股份,新疆,石油加工,20011226,2025-01-09 19:14:53
600508.SH,600508,上海能源,上海,煤炭开采,20010829,2025-01-09 19:14:53
600509.SH,600509,天富能源,新疆,火力发电,20020228,2025-01-09 19:14:53
600510.SH,600510,黑牡丹,江苏,全国地产,20020618,2025-01-09 19:14:53
600515.SH,600515,海南机场,海南,机场,20020806,2025-01-09 19:14:53
600526.SH,600526,菲达环保,浙江,环境保护,20020722,2025-01-09 19:14:53
600530.SH,600530,交大昂立,上海,医疗保健,20010702,2025-01-09 19:14:53
600537.SH,600537,亿晶光电,浙江,电气设备,20030123,2025-01-09 19:14:53
600538.SH,600538,国发股份,广西,医药商业,20030114,2025-01-09 19:14:53
600539.SH,600539,狮头股份,山西,互联网,20010824,2025-01-09 19:14:53
600540.SH,600540,新赛股份,新疆,种植业,20040107,2025-01-09 19:14:53
600543.SH,600543,莫高股份,甘肃,红黄酒,20040324,2025-01-09 19:14:53
600550.SH,600550,保变电气,河北,电气设备,20010228,2025-01-09 19:14:53
600556.SH,600556,天下秀,广西,互联网,20010807,2025-01-09 19:14:53
600558.SH,600558,大西洋,四川,钢加工,20010227,2025-01-09 19:14:53
600559.SH,600559,老白干酒,河北,白酒,20021029,2025-01-09 19:14:53
600560.SH,600560,金自天正,北京,电气设备,20020919,2025-01-09 19:14:53
600561.SH,600561,江西长运,江西,公共交通,20020716,2025-01-09 19:14:53
600562.SH,600562,国睿科技,江苏,通信设备,20030128,2025-01-09 19:14:53
600571.SH,600571,信雅达,浙江,软件服务,20021101,2025-01-09 19:14:53
600575.SH,600575,淮河能源,安徽,火力发电,20030328,2025-01-09 19:14:53
600576.SH,600576,祥源文旅,浙江,旅游景点,20030220,2025-01-09 19:14:53
600577.SH,600577,精达股份,安徽,电气设备,20020911,2025-01-09 19:14:53
600579.SH,600579,克劳斯,山东,化工机械,20020809,2025-01-09 19:14:53
600580.SH,600580,卧龙电驱,浙江,电气设备,20020606,2025-01-09 19:14:53
600588.SH,600588,用友网络,北京,软件服务,20010518,2025-01-09 19:14:53
600589.SH,600589,大位科技,广东,软件服务,20010612,2025-01-09 19:14:53
600602.SH,600602,云赛智联,上海,软件服务,19901219,2025-01-09 19:14:53
600604.SH,600604,市北高新,上海,园区开发,19920327,2025-01-09 19:14:53
600609.SH,600609,金杯汽车,辽宁,汽车配件,19920724,2025-01-09 19:14:53
600610.SH,600610,中毅达,贵州,化工原料,19920805,2025-01-09 19:14:53
600611.SH,600611,大众交通,上海,公共交通,19920807,2025-01-09 19:14:53
600613.SH,600613,神奇制药,上海,中成药,19920820,2025-01-09 19:14:53
600615.SH,600615,丰华股份,重庆,铝,19920910,2025-01-09 19:14:53
600616.SH,600616,金枫酒业,上海,红黄酒,19920929,2025-01-09 19:14:53
600619.SH,600619,海立股份,上海,家用电器,19921116,2025-01-09 19:14:53
600620.SH,600620,天宸股份,上海,综合类,19921117,2025-01-09 19:14:53
600622.SH,600622,光大嘉宝,上海,区域地产,19921203,2025-01-09 19:14:53
600624.SH,600624,复旦复华,上海,化学制药,19930105,2025-01-09 19:14:53
600626.SH,600626,申达股份,上海,汽车配件,19930107,2025-01-09 19:14:53
600628.SH,600628,新世界,上海,百货,19930119,2025-01-09 19:14:53
600630.SH,600630,龙头股份,上海,服饰,19930209,2025-01-09 19:14:53
600635.SH,600635,大众公用,上海,供气供热,19930304,2025-01-09 19:14:53
600636.SH,600636,国新文化,上海,文教休闲,19930316,2025-01-09 19:14:53
600637.SH,600637,东方明珠,上海,影视音像,19930316,2025-01-09 19:14:53
600638.SH,600638,新黄浦,上海,区域地产,19930326,2025-01-09 19:14:53
600641.SH,600641,万业企业,上海,区域地产,19930407,2025-01-09 19:14:53
600644.SH,600644,乐山电力,四川,水力发电,19930426,2025-01-09 19:14:53
600650.SH,600650,锦江在线,上海,公共交通,19930607,2025-01-09 19:14:53
600651.SH,600651,飞乐音响,上海,电器仪表,19901219,2025-01-09 19:14:53
600654.SH,600654,中安科,湖北,仓储物流,19901219,2025-01-09 19:14:53
600657.SH,600657,信达地产,北京,全国地产,19930524,2025-01-09 19:14:53
600658.SH,600658,电子城,北京,园区开发,19930524,2025-01-09 19:14:53
600667.SH,600667,太极实业,江苏,半导体,19930728,2025-01-09 19:14:53
600676.SH,600676,交运股份,上海,汽车配件,19930928,2025-01-09 19:14:53
600678.SH,600678,四川金顶,四川,水泥,19931008,2025-01-09 19:14:53
600679.SH,600679,上海凤凰,上海,文教休闲,19931008,2025-01-09 19:14:53
600682.SH,600682,南京新百,江苏,生物制药,19931018,2025-01-09 19:14:53
600683.SH,600683,京投发展,浙江,区域地产,19931025,2025-01-09 19:14:53
600686.SH,600686,金龙汽车,福建,汽车整车,19931108,2025-01-09 19:14:53
600689.SH,600689,上海三毛,上海,综合类,19931108,2025-01-09 19:14:53
600692.SH,600692,亚通股份,上海,区域地产,19931119,2025-01-09 19:14:53
600696.SH,600696,岩石股份,上海,白酒,19931206,2025-01-09 19:14:53
600697.SH,600697,欧亚集团,吉林,百货,19931206,2025-01-09 19:14:53
600698.SH,600698,湖南天雁,湖南,汽车配件,19931206,2025-01-09 19:14:53
600705.SH,600705,中航产融,黑龙江,多元金融,19960516,2025-01-09 19:14:53
600706.SH,600706,曲江文旅,陕西,旅游景点,19960516,2025-01-09 19:14:53
600708.SH,600708,光明地产,上海,全国地产,19960606,2025-01-09 19:14:53
600710.SH,600710,苏美达,江苏,商贸代理,19960701,2025-01-09 19:14:53
600712.SH,600712,南宁百货,广西,百货,19960626,2025-01-09 19:14:53
600714.SH,600714,金瑞矿业,青海,化工原料,19960606,2025-01-09 19:14:53
600716.SH,600716,凤凰股份,江苏,区域地产,19960702,2025-01-09 19:14:53
600719.SH,600719,大连热电,辽宁,供气供热,19960716,2025-01-09 19:14:53
600724.SH,600724,宁波富达,浙江,综合类,19960716,2025-01-09 19:14:53
600725.SH,600725,云维股份,云南,商贸代理,19960702,2025-01-09 19:14:53
600728.SH,600728,佳都科技,广东,软件服务,19960716,2025-01-09 19:14:53
600732.SH,600732,爱旭股份,上海,电气设备,19960816,2025-01-09 19:14:53
600733.SH,600733,北汽蓝谷,北京,汽车整车,19960816,2025-01-09 19:14:53
600734.SH,600734,实达集团,福建,软件服务,19960808,2025-01-09 19:14:53
600736.SH,600736,苏州高新,江苏,园区开发,19960815,2025-01-09 19:14:53
600738.SH,600738,丽尚国潮,甘肃,百货,19960802,2025-01-09 19:14:53
600748.SH,600748,上实发展,上海,全国地产,19960925,2025-01-09 19:14:53
600753.SH,600753,庚星股份,福建,商贸代理,19960927,2025-01-09 19:14:53
600756.SH,600756,浪潮软件,山东,软件服务,19960923,2025-01-09 19:14:53
600768.SH,600768,宁波富邦,浙江,铝,19961111,2025-01-09 19:14:53
600769.SH,600769,祥龙电业,湖北,水务,19961101,2025-01-09 19:14:53
600770.SH,600770,综艺股份,江苏,综合类,19961120,2025-01-09 19:14:53
600775.SH,600775,南京熊猫,江苏,通信设备,19961118,2025-01-09 19:14:53
600776.SH,600776,东方通信,浙江,通信设备,19961126,2025-01-09 19:14:53
600778.SH,600778,友好集团,新疆,百货,19961203,2025-01-09 19:14:53
600782.SH,600782,新钢股份,江西,普钢,19961225,2025-01-09 19:14:53
600785.SH,600785,新华百货,宁夏,百货,19970108,2025-01-09 19:14:53
600787.SH,600787,中储股份,天津,仓储物流,19970121,2025-01-09 19:14:53
600792.SH,600792,云煤能源,云南,焦炭加工,19970123,2025-01-09 19:14:53
600794.SH,600794,保税科技,江苏,仓储物流,19970306,2025-01-09 19:14:53
600796.SH,600796,钱江生化,浙江,环境保护,19970408,2025-01-09 19:14:53
600797.SH,600797,浙大网新,浙江,软件服务,19970418,2025-01-09 19:14:53
600802.SH,600802,福建水泥,福建,水泥,19940103,2025-01-09 19:14:53
600814.SH,600814,杭州解百,浙江,百货,19940114,2025-01-09 19:14:53
600816.SH,600816,建元信托,上海,多元金融,19940128,2025-01-09 19:14:53
600817.SH,600817,宇通重工,河南,专用机械,19940128,2025-01-09 19:14:53
600819.SH,600819,耀皮玻璃,上海,玻璃,19940128,2025-01-09 19:14:53
600822.SH,600822,上海物贸,上海,汽车服务,19940204,2025-01-09 19:14:53
600825.SH,600825,新华传媒,上海,出版业,19940204,2025-01-09 19:14:53
600826.SH,600826,兰生股份,上海,文教休闲,19940204,2025-01-09 19:14:53
600828.SH,600828,茂业商业,四川,百货,19940224,2025-01-09 19:14:53
600829.SH,600829,人民同泰,黑龙江,医药商业,19940224,2025-01-09 19:14:53
600830.SH,600830,香溢融通,浙江,多元金融,19940224,2025-01-09 19:14:53
600833.SH,600833,第一医药,上海,医药商业,19940224,2025-01-09 19:14:53
600834.SH,600834,申通地铁,上海,公共交通,19940224,2025-01-09 19:14:53
600835.SH,600835,上海机电,上海,运输设备,19940224,2025-01-09 19:14:53
600838.SH,600838,上海九百,上海,百货,19940224,2025-01-09 19:14:53
600839.SH,600839,四川长虹,四川,家用电器,19940311,2025-01-09 19:14:53
600841.SH,600841,动力新科,上海,汽车配件,19940311,2025-01-09 19:14:53
600843.SH,600843,上工申贝,上海,纺织机械,19940311,2025-01-09 19:14:53
600847.SH,600847,万里股份,重庆,电气设备,19940324,2025-01-09 19:14:53
600851.SH,600851,海欣股份,上海,化学制药,19940404,2025-01-09 19:14:53
600853.SH,600853,龙建股份,黑龙江,建筑工程,19940404,2025-01-09 19:14:53
600855.SH,600855,航天长峰,北京,专用机械,19940425,2025-01-09 19:14:53
600857.SH,600857,宁波中百,浙江,百货,19940425,2025-01-09 19:14:53
600864.SH,600864,哈投股份,黑龙江,证券,19940809,2025-01-09 19:14:53
600865.SH,600865,百大集团,浙江,百货,19940809,2025-01-09 19:14:53
600869.SH,600869,远东股份,青海,电气设备,19950206,2025-01-09 19:14:53
600877.SH,600877,电科芯片,重庆,半导体,19951013,2025-01-09 19:14:53
600879.SH,600879,航天电子,湖北,航空,19951115,2025-01-09 19:14:53
600880.SH,600880,博瑞传播,四川,广告包装,19951115,2025-01-09 19:14:53
600882.SH,600882,妙可蓝多,上海,乳制品,19951206,2025-01-09 19:14:53
600883.SH,600883,博闻科技,云南,种植业,19951208,2025-01-09 19:14:53
600884.SH,600884,杉杉股份,浙江,电气设备,19960130,2025-01-09 19:14:53
600903.SH,600903,贵州燃气,贵州,供气供热,20171107,2025-01-09 19:14:53
600933.SH,600933,爱柯迪,浙江,汽车配件,20171117,2025-01-09 19:14:53
600959.SH,600959,江苏有线,江苏,影视音像,20150428,2025-01-09 19:14:53
600960.SH,600960,渤海汽车,山东,汽车配件,20040407,2025-01-09 19:14:53
600962.SH,600962,国投中鲁,北京,软饮料,20040622,2025-01-09 19:14:53
600965.SH,600965,福成股份,河北,农业综合,20040713,2025-01-09 19:14:53
600966.SH,600966,博汇纸业,山东,造纸,20040608,2025-01-09 19:14:53
600967.SH,600967,内蒙一机,内蒙,运输设备,20040518,2025-01-09 19:14:53
600973.SH,600973,宝胜股份,江苏,电气设备,20040802,2025-01-09 19:14:53
600979.SH,600979,广安爱众,四川,水力发电,20040906,2025-01-09 19:14:53
600980.SH,600980,北矿科技,北京,专用机械,20040512,2025-01-09 19:14:53
600982.SH,600982,宁波能源,浙江,供气供热,20040706,2025-01-09 19:14:53
600986.SH,600986,浙文互联,浙江,互联网,20040426,2025-01-09 19:14:53
600990.SH,600990,四创电子,安徽,通信设备,20040510,2025-01-09 19:14:53
601002.SH,601002,晋亿实业,浙江,机械基件,20070126,2025-01-09 19:14:53
601011.SH,601011,宝泰隆,黑龙江,焦炭加工,20110309,2025-01-09 19:14:53
601012.SH,601012,隆基绿能,陕西,电气设备,20120411,2025-01-09 19:14:53
601019.SH,601019,山东出版,山东,出版业,20171122,2025-01-09 19:14:53
601020.SH,601020,华钰矿业,西藏,铅锌,20160316,2025-01-09 19:14:53
601086.SH,601086,国芳集团,甘肃,百货,20170929,2025-01-09 19:14:53
601099.SH,601099,太平洋,云南,证券,20071228,2025-01-09 19:14:53
601107.SH,601107,四川成渝,四川,路桥,20090727,2025-01-09 19:14:53
601113.SH,601113,华鼎股份,浙江,互联网,20110509,2025-01-09 19:14:53
601116.SH,601116,三江购物,浙江,超市连锁,20110302,2025-01-09 19:14:53
601118.SH,601118,海南橡胶,海南,橡胶,20110107,2025-01-09 19:14:53
601133.SH,601133,柏诚股份,江苏,建筑工程,20230410,2025-01-09 19:14:53
601137.SH,601137,博威合金,浙江,小金属,20110127,2025-01-09 19:14:53
601211.SH,601211,国泰君安,上海,证券,20150626,2025-01-09 19:14:53
601216.SH,601216,君正集团,内蒙,化工原料,20110222,2025-01-09 19:14:53
601238.SH,601238,广汽集团,广东,汽车整车,20120329,2025-01-09 19:14:53
601279.SH,601279,英利汽车,吉林,汽车配件,20210415,2025-01-09 19:14:53
601360.SH,601360,三六零,天津,互联网,20120116,2025-01-09 19:14:53
601366.SH,601366,利群股份,山东,百货,20170412,2025-01-09 19:14:53
601512.SH,601512,中新集团,江苏,园区开发,20191220,2025-01-09 19:14:53
601519.SH,601519,大智慧,上海,软件服务,20110128,2025-01-09 19:14:53
601606.SH,601606,长城军工,安徽,专用机械,20180806,2025-01-09 19:14:53
601609.SH,601609,金田股份,浙江,铜,20200422,2025-01-09 19:14:53
601615.SH,601615,明阳智能,广东,电气设备,20190123,2025-01-09 19:14:53
601616.SH,601616,广电电气,上海,电气设备,20110201,2025-01-09 19:14:53
601700.SH,601700,风范股份,江苏,电气设备,20110118,2025-01-09 19:14:53
601727.SH,601727,上海电气,上海,电气设备,20081205,2025-01-09 19:14:53
601777.SH,601777,力帆科技,重庆,摩托车,20101125,2025-01-09 19:14:53
601789.SH,601789,宁波建工,浙江,建筑工程,20110816,2025-01-09 19:14:53
601798.SH,601798,蓝科高新,甘肃,化工机械,20110622,2025-01-09 19:14:53
601801.SH,601801,皖新传媒,安徽,出版业,20100118,2025-01-09 19:14:53
601828.SH,601828,美凯龙,上海,其他商业,20180117,2025-01-09 19:14:53
601865.SH,601865,福莱特,浙江,玻璃,20190215,2025-01-09 19:14:53
601890.SH,601890,亚星锚链,江苏,船舶,20101228,2025-01-09 19:14:53
601933.SH,601933,永辉超市,福建,超市连锁,20101215,2025-01-09 19:14:53
601969.SH,601969,海南矿业,海南,普钢,20141209,2025-01-09 19:14:53
603001.SH,603001,奥康国际,浙江,服饰,20120426,2025-01-09 19:14:53
603002.SH,603002,宏昌电子,广东,化工原料,20120518,2025-01-09 19:14:53
603004.SH,603004,鼎龙科技,浙江,化工原料,20231227,2025-01-09 19:14:53
603006.SH,603006,联明股份,上海,汽车配件,20140630,2025-01-09 19:14:53
603010.SH,603010,万盛股份,浙江,化工原料,20141010,2025-01-09 19:14:53
603011.SH,603011,合锻智能,安徽,专用机械,20141107,2025-01-09 19:14:53
603018.SH,603018,华设集团,江苏,建筑工程,20141013,2025-01-09 19:14:53
603021.SH,603021,山东华鹏,山东,家居用品,20150423,2025-01-09 19:14:53
603025.SH,603025,大豪科技,北京,纺织机械,20150422,2025-01-09 19:14:53
603028.SH,603028,赛福天,江苏,钢加工,20160331,2025-01-09 19:14:53
603029.SH,603029,天鹅股份,山东,农用机械,20160427,2025-01-09 19:14:53
603033.SH,603033,三维股份,浙江,橡胶,20161207,2025-01-09 19:14:53
603035.SH,603035,常熟汽饰,江苏,汽车配件,20170105,2025-01-09 19:14:53
603036.SH,603036,如通股份,江苏,专用机械,20161209,2025-01-09 19:14:53
603037.SH,603037,凯众股份,上海,汽车配件,20170120,2025-01-09 19:14:53
603038.SH,603038,华立股份,广东,家居用品,20170116,2025-01-09 19:14:53
603042.SH,603042,华脉科技,江苏,通信设备,20170602,2025-01-09 19:14:53
603048.SH,603048,浙江黎明,浙江,汽车配件,20211116,2025-01-09 19:14:53
603053.SH,603053,成都燃气,四川,供气供热,20191217,2025-01-09 19:14:53
603056.SH,603056,德邦股份,上海,仓储物流,20180116,2025-01-09 19:14:53
603057.SH,603057,紫燕食品,上海,食品,20220926,2025-01-09 19:14:53
603058.SH,603058,永吉股份,贵州,广告包装,20161223,2025-01-09 19:14:53
603060.SH,603060,国检集团,北京,建筑工程,20161109,2025-01-09 19:14:53
603066.SH,603066,音飞储存,江苏,仓储物流,20150611,2025-01-09 19:14:53
603069.SH,603069,海汽集团,海南,公共交通,20160712,2025-01-09 19:14:53
603073.SH,603073,彩蝶实业,浙江,纺织,20230316,2025-01-09 19:14:53
603078.SH,603078,江化微,江苏,半导体,20170410,2025-01-09 19:14:53
603079.SH,603079,圣达生物,浙江,食品,20170823,2025-01-09 19:14:53
603081.SH,603081,大丰实业,浙江,专用机械,20170420,2025-01-09 19:14:53
603085.SH,603085,天成自控,浙江,汽车配件,20150630,2025-01-09 19:14:53
603088.SH,603088,宁波精达,浙江,机床制造,20141111,2025-01-09 19:14:53
603089.SH,603089,正裕工业,浙江,汽车配件,20170126,2025-01-09 19:14:53
603090.SH,603090,宏盛股份,江苏,专用机械,20160831,2025-01-09 19:14:53
603098.SH,603098,森特股份,北京,装修装饰,20161216,2025-01-09 19:14:53
603101.SH,603101,汇嘉时代,新疆,百货,20160506,2025-01-09 19:14:53
603103.SH,603103,横店影视,浙江,影视音像,20171012,2025-01-09 19:14:53
603109.SH,603109,神驰机电,重庆,电气设备,20191231,2025-01-09 19:14:53
603110.SH,603110,东方材料,安徽,染料涂料,20171013,2025-01-09 19:14:53
603116.SH,603116,红蜻蜓,浙江,服饰,20150629,2025-01-09 19:14:53
603117.SH,603117,万林物流,江苏,仓储物流,20150629,2025-01-09 19:14:53
603121.SH,603121,华培动力,上海,汽车配件,20190111,2025-01-09 19:14:53
603123.SH,603123,翠微股份,北京,多元金融,20120503,2025-01-09 19:14:53
603126.SH,603126,中材节能,天津,环境保护,20140731,2025-01-09 19:14:53
603127.SH,603127,昭衍新药,北京,医疗保健,20170825,2025-01-09 19:14:53
603131.SH,603131,上海沪工,上海,专用机械,20160607,2025-01-09 19:14:53
603138.SH,603138,海量数据,北京,软件服务,20170306,2025-01-09 19:14:53
603153.SH,603153,上海建科,上海,建筑工程,20230313,2025-01-09 19:14:53
603155.SH,603155,新亚强,江苏,化工原料,20200901,2025-01-09 19:14:53
603159.SH,603159,上海亚虹,上海,专用机械,20160812,2025-01-09 19:14:53
603161.SH,603161,科华控股,江苏,汽车配件,20180105,2025-01-09 19:14:53
603166.SH,603166,福达股份,广西,汽车配件,20141127,2025-01-09 19:14:53
603168.SH,603168,莎普爱思,浙江,化学制药,20140702,2025-01-09 19:14:53
603176.SH,603176,汇通集团,河北,建筑工程,20211231,2025-01-09 19:14:53
603178.SH,603178,圣龙股份,浙江,汽车配件,20170328,2025-01-09 19:14:53
603180.SH,603180,金牌家居,福建,家居用品,20170512,2025-01-09 19:14:53
603181.SH,603181,皇马科技,浙江,化工原料,20170824,2025-01-09 19:14:53
603185.SH,603185,弘元绿能,江苏,电气设备,20181228,2025-01-09 19:14:53
603188.SH,603188,亚邦股份,江苏,染料涂料,20140909,2025-01-09 19:14:53
603189.SH,603189,网达软件,上海,软件服务,20160914,2025-01-09 19:14:53
603196.SH,603196,日播时尚,上海,服饰,20170531,2025-01-09 19:14:53
603201.SH,603201,常润股份,江苏,汽车配件,20220729,2025-01-09 19:14:53
603206.SH,603206,嘉环科技,江苏,通信设备,20220506,2025-01-09 19:14:53
603211.SH,603211,晋拓股份,上海,汽车配件,20220725,2025-01-09 19:14:53
603212.SH,603212,赛伍技术,江苏,塑料,20200430,2025-01-09 19:14:53
603213.SH,603213,镇洋发展,浙江,化工原料,20211111,2025-01-09 19:14:53
603216.SH,603216,梦天家居,浙江,家居用品,20211215,2025-01-09 19:14:53
603217.SH,603217,元利科技,山东,化工原料,20190620,2025-01-09 19:14:53
603219.SH,603219,富佳股份,浙江,家用电器,20211122,2025-01-09 19:14:53
603221.SH,603221,爱丽家居,江苏,家居用品,20200323,2025-01-09 19:14:53
603222.SH,603222,济民健康,浙江,医疗保健,20150217,2025-01-09 19:14:53
603223.SH,603223,恒通股份,山东,公路,20150630,2025-01-09 19:14:53
603226.SH,603226,菲林格尔,上海,家居用品,20170615,2025-01-09 19:14:53
603229.SH,603229,奥翔药业,浙江,化学制药,20170509,2025-01-09 19:14:53
603231.SH,603231,索宝蛋白,浙江,食品,20231215,2025-01-09 19:14:53
603232.SH,603232,格尔软件,上海,软件服务,20170421,2025-01-09 19:14:53
603233.SH,603233,大参林,广东,医药商业,20170731,2025-01-09 19:14:53
603238.SH,603238,诺邦股份,浙江,纺织,20170222,2025-01-09 19:14:53
603239.SH,603239,浙江仙通,浙江,汽车配件,20161230,2025-01-09 19:14:53
603256.SH,603256,宏和科技,上海,玻璃,20190719,2025-01-09 19:14:53
603266.SH,603266,天龙股份,浙江,汽车配件,20170110,2025-01-09 19:14:53
603270.SH,603270,金帝股份,山东,机械基件,20230901,2025-01-09 19:14:53
603272.SH,603272,联翔股份,浙江,家居用品,20220520,2025-01-09 19:14:53
603273.SH,603273,天元智能,江苏,专用机械,20231023,2025-01-09 19:14:53
603278.SH,603278,大业股份,山东,钢加工,20171113,2025-01-09 19:14:53
603300.SH,603300,海南华铁,浙江,多元金融,20150529,2025-01-09 19:14:53
603305.SH,603305,旭升集团,浙江,汽车配件,20170710,2025-01-09 19:14:53
603310.SH,603310,巍华新材,浙江,化工原料,20240814,2025-01-09 19:14:53
603311.SH,603311,金海高科,浙江,家用电器,20150518,2025-01-09 19:14:53
603313.SH,603313,梦百合,江苏,家居用品,20161013,2025-01-09 19:14:53
603318.SH,603318,水发燃气,辽宁,供气供热,20150424,2025-01-09 19:14:53
603326.SH,603326,我乐家居,江苏,家居用品,20170616,2025-01-09 19:14:53
603327.SH,603327,福蓉科技,四川,元器件,20190523,2025-01-09 19:14:53
603331.SH,603331,百达精工,浙江,专用机械,20170705,2025-01-09 19:14:53
603332.SH,603332,苏州龙杰,江苏,化纤,20190117,2025-01-09 19:14:53
603333.SH,603333,尚纬股份,四川,电气设备,20120507,2025-01-09 19:14:53
603335.SH,603335,迪生力,广东,汽车配件,20170620,2025-01-09 19:14:53
603336.SH,603336,宏辉果蔬,广东,农业综合,20161124,2025-01-09 19:14:53
603356.SH,603356,华菱精工,安徽,运输设备,20180124,2025-01-09 19:14:53
603359.SH,603359,东珠生态,江苏,建筑工程,20170901,2025-01-09 19:14:53
603365.SH,603365,水星家纺,上海,纺织,20171120,2025-01-09 19:14:53
603378.SH,603378,亚士创能,上海,染料涂料,20170928,2025-01-09 19:14:53
603386.SH,603386,骏亚科技,广东,元器件,20170912,2025-01-09 19:14:53
603389.SH,603389,亚振家居,江苏,家居用品,20161215,2025-01-09 19:14:53
603390.SH,603390,通达电气,广东,汽车配件,20191125,2025-01-09 19:14:53
603399.SH,603399,永杉锂业,辽宁,小金属,20120824,2025-01-09 19:14:53
603421.SH,603421,鼎信通讯,山东,通信设备,20161011,2025-01-09 19:14:53
603429.SH,603429,集友股份,安徽,广告包装,20170124,2025-01-09 19:14:53
603458.SH,603458,勘设股份,贵州,建筑工程,20170809,2025-01-09 19:14:53
603466.SH,603466,风语筑,上海,文教休闲,20171020,2025-01-09 19:14:53
603488.SH,603488,展鹏科技,江苏,运输设备,20170516,2025-01-09 19:14:53
603511.SH,603511,爱慕股份,北京,服饰,20210531,2025-01-09 19:14:53
603517.SH,603517,绝味食品,湖南,食品,20170317,2025-01-09 19:14:53
603518.SH,603518,锦泓集团,江苏,服饰,20141203,2025-01-09 19:14:53
603519.SH,603519,立霸股份,江苏,家用电器,20150319,2025-01-09 19:14:53
603520.SH,603520,司太立,浙江,化学制药,20160309,2025-01-09 19:14:53
603527.SH,603527,众源新材,安徽,铜,20170907,2025-01-09 19:14:53
603528.SH,603528,多伦科技,江苏,软件服务,20160503,2025-01-09 19:14:53
603533.SH,603533,掌阅科技,北京,互联网,20170921,2025-01-09 19:14:53
